"DRXFDCD","DRXFCSD","DRXFCLD",
"13220110.0","PUDDING,NOT CHOCOLATE,PREPARED FROM DRY MIX,MILK ADDED","Pudding, flavors other than chocolate, prepared from dry mix, milk added",
"13220120.0","PUDDING,CHOCOLATE,PREPARED FROM DRY MIX,MILK ADDED","Pudding, chocolate, prepared from dry mix, milk added",
"13220210.0","PUDDING,NOT CHOC,FROM DRY,LOW CAL,ARTIFICIAL SWEET,W/MILK","Pudding, flavors other than chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added",
"13220220.0","PUDDING,CHOC,FROM DRY,LOW CAL,ARTIFICIAL SWEET,MILK ADDED","Pudding, chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added",
"13220230.0","PUDDING, RTE, CHOCOLATE, RED FAT","Pudding, ready-to-eat, chocolate, reduced fat",
"13220235.0","PUDDING, RTE, CHOCOLATE, FAT FREE","Pudding, ready-to-eat, chocolate, fat free",
"13220240.0","PUDDING, RTE, FLAVORS OTHER THAN CHOCOLATE, RED FAT","Pudding, ready-to-eat, flavors other than chocolate, reduced fat",
"13220245.0","PUDDING, RTE, FLAVORS OTHER THAN CHOCOLATE, FAT FREE","Pudding, ready-to-eat, flavors other than chocolate, fat free",
"13230110.0","PUDDING, RTE, FLAVORS OTHER THAN CHOCOLATE","Pudding, ready-to-eat, flavors other than chocolate",
"13230120.0","PUDDING, RTE, LOW CAL, W/ARTIFICIAL SWTNR, NOT CHOC","Pudding, ready-to-eat, low calorie, containing artificial sweetener, flavors other than chocolate",
"13230130.0","PUDDING, RTE, CHOCOLATE","Pudding, ready-to-eat, chocolate",
"13230140.0","PUDDING,RTE, LO CAL/ W ART SWTNER, CHOC","Pudding, ready-to-eat, low calorie, containing artificial sweetener, chocolate",
"13230200.0","PUDDING, RTE, CHOC  & NON-CHOC  FLAVORS COMBINED","Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",
"13230500.0","PUDDING, READY-TO-EAT, TAPIOCA","Pudding, ready-to-eat, tapioca",
"13230510.0","PUDDING, READY-TO-EAT, TAPIOCA, FAT FREE","Pudding, ready-to-eat, tapioca, fat free",
"13241000.0","PUDDING, W/ FRUIT & VANILLA WAFERS","Pudding, with fruit and vanilla wafers",
"13250000.0","MOUSSE, CHOCOLATE","Mousse, chocolate",
"13250100.0","MOUSSE, NOT CHOCOLATE","Mousse, not chocolate",
"13250200.0","MOUSSE,CHOCOLATE,LOW FAT,REDUCED CAL,DRY MIX","Mousse, chocolate, lowfat, reduced calorie, prepared from dry mix, water added",
"13252100.0","COCONUT CUSTARD, P.R. (FLAN DE COCO)","Coconut custard, Puerto Rican style (Flan de coco)",
"13252200.0","MILK DESSERT OR MILK CANDY, P.R. (DULCE DE LECHE)","Milk dessert or milk candy, Puerto Rican style (Dulce de leche)",
"13252500.0","BARFI/BURFI,INDIAN DESSERT,FROM MILK/CREAM/RICOTTA","Barfi or Burfi, Indian dessert, made from milk and/or cream and/or Ricotta cheese",
"13252600.0","TIRAMISU","Tiramisu",
"13310000.0","CUSTARD PUDDING, NOT CHOC, BABY, NS AS TO STR OR JR","Custard pudding, flavor other than chocolate, baby food, NS as to strained or junior",
"13311000.0","CUSTARD PUDDING, BABY, NOT CHOCOLATE, STRAINED","Custard pudding, baby food, flavor other than chocolate, strained",
"13312000.0","CUSTARD PUDDING, BABY, NOT CHOCOLATE, JUNIOR","Custard pudding, baby food, flavor other than chocolate, junior",
"13411000.0","WHITE SAUCE, MILK SAUCE","White sauce, milk sauce",
"13412000.0","MILK GRAVY, QUICK GRAVY","Milk gravy, quick gravy",
"14010000.0","CHEESE, NFS","Cheese, NFS",
"14101010.0","CHEESE, BLUE OR ROQUEFORT","Cheese, Blue or Roquefort",
"14102010.0","CHEESE, BRICK","Cheese, Brick",
"14103010.0","CHEESE, CAMEMBERT","Cheese, Camembert",
"14103020.0","CHEESE, BRIE","Cheese, Brie",
"14104100.0","CHEESE, CHEDDAR","Cheese, Cheddar",
"14104110.0","CHEESE, CHEDDAR, REDUCED FAT","Cheese, Cheddar, reduced fat",
"14104115.0","CHEESE, CHEDDAR, NONFAT OR FAT FREE","Cheese, Cheddar, nonfat or fat free",
"14104200.0","CHEESE, COLBY","Cheese, Colby",
"14104250.0","CHEESE, COLBY JACK","Cheese, Colby Jack",
"14104400.0","CHEESE, FETA (INCLUDE GOAT CHEESE)","Cheese, Feta",
"14104600.0","CHEESE, FONTINA","Cheese, Fontina",
"14104700.0","CHEESE, GOAT","Cheese, goat",
"14105010.0","CHEESE, GOUDA OR EDAM","Cheese, Gouda or Edam",
"14105200.0","CHEESE, GRUYERE","Cheese, Gruyere",
"14106010.0","CHEESE, LIMBURGER","Cheese, Limburger",
"14106200.0","CHEESE, MONTEREY","Cheese, Monterey",
"14106500.0","CHEESE, MONTEREY, REDUCED FAT","Cheese, Monterey, reduced fat",
"14107010.0","CHEESE, MOZZARELLA, NFS (INCLUDE PIZZA CHEESE)","Cheese, Mozzarella, NFS",
"14107020.0","CHEESE, MOZZARELLA, WHOLE MILK","Cheese, Mozzarella, whole milk",
"14107030.0","CHEESE, MOZZARELLA, PART SKIM (INCL "LOWFAT")","Cheese, Mozzarella, part skim",
"14107040.0","CHEESE, MOZZARELLA, REDUCED SODIUM","Cheese, Mozzarella, reduced sodium",
"14107060.0","CHEESE, MOZZARELLA, NONFAT OR FAT FREE","Cheese, Mozzarella, nonfat or fat free",
"14107200.0","CHEESE, MUENSTER","Cheese, Muenster",
"14107250.0","CHEESE, MUENSTER, REDUCED FAT","Cheese, Muenster, reduced fat",
"14108010.0","CHEESE, PARMESAN, DRY, GRATED (INCLUDE ROMANO)","Cheese, Parmesan, dry grated",
"14108015.0","CHEESE, PARMESAN, DRY GRATED, REDUCED FAT","Cheese, Parmesan, dry grated, reduced fat",
"14108020.0","CHEESE, PARMESAN, HARD (INCLUDE ROMANO)","Cheese, Parmesan, hard",
"14108060.0","CHEESE, PARMESAN, DRY GRATED, FAT FREE","Cheese, Parmesan, dry grated, fat free",
"14108200.0","CHEESE, PORT DU SALUT","Cheese, Port du Salut",
"14108400.0","CHEESE, PROVOLONE","Cheese, Provolone",
"14108420.0","CHEESE, PROVOLONE, REDUCED FAT","Cheese, provolone, reduced fat",
"14109010.0","CHEESE, SWISS","Cheese, Swiss",
"14109020.0","CHEESE, SWISS, REDUCED SODIUM","Cheese, Swiss, reduced sodium",
"14109030.0","CHEESE, SWISS, REDUCED FAT","Cheese, Swiss, reduced fat",
"14109040.0","CHEESE, SWISS, NONFAT OR FAT FREE","Cheese, Swiss, nonfat or fat free",
"14110010.0","CHEESE, CHEDDAR, REDUCED SODIUM","Cheese, Cheddar, reduced sodium",
"14120010.0","CHEESE, MEXICAN BLEND","Cheese, Mexican blend",
"14120020.0","CHEESE, MEXICAN BLEND, REDUCED FAT","Cheese, Mexican blend, reduced fat",
"14131000.0","QUESO ANEJO (AGED MEXICAN CHEESE)","Queso Anejo (aged Mexican cheese)",
"14131500.0","QUESO ASADERO (INCL OAXACAN-STYLE STRING CHEESE)","Queso Asadero",
"14132000.0","QUESO CHIHUAHUA (INCL MENNONITE CHEESE)","Queso Chihuahua",
"14133000.0","QUESO FRESCO (HISPANIC-STYLE FARMER CHEESE)","Queso Fresco",
"14134000.0","QUESO COTIJA","Queso cotija",
"14200100.0","CHEESE, COTTAGE, NFS","Cheese, cottage, NFS",
"14201010.0","CHEESE, COTTAGE, CREAMED","Cheese, cottage, creamed, large or small curd",
"14201200.0","COTTAGE CHEESE, FARMER'S","Cottage cheese, farmer's",
"14201500.0","CHEESE, RICOTTA","Cheese, Ricotta",
"14202010.0","CHEESE, COTTAGE, W/ FRUIT","Cheese, cottage, with fruit",
"14202020.0","CHEESE, COTTAGE, W/ VEGETABLES","Cheese, cottage, with vegetables",
"14203010.0","CHEESE, COTTAGE, DRY CURD","Cheese, cottage, dry curd",
"14203020.0","CHEESE, COTTAGE, SALTED, DRY CURD","Cheese, cottage, salted, dry curd",
"14203510.0","P.R. WHITE CHEESE (QUESO DEL PAIS, BLANCO)","Puerto Rican white cheese (queso del pais, blanco)",
"14204010.0","CHEESE, COTTAGE, LOWFAT","Cheese, cottage, lowfat (1-2% fat)",
"14204020.0","CHEESE, COTTAGE, LOWFAT, W/ FRUIT","Cheese, cottage, lowfat, with fruit",
"14204030.0","CHEESE, COTTAGE, LOWFAT, W/ VEGETABLES","Cheese, cottage, lowfat, with vegetables",
"14206010.0","CHEESE, COTTAGE, LOWFAT, LOW SODIUM","Cheese, cottage, lowfat, low sodium",
"14207010.0","CHEESE, COTTAGE, LOWFAT, LACTOSE REDUCED","Cheese, cottage, lowfat, lactose reduced",
"14301010.0","CHEESE, CREAM","Cheese, cream",
"14303010.0","CHEESE, CREAM, LIGHT/LITE (FORMERLY CALLED CR CHEESE LOWFAT)","Cheese, cream, light or lite (formerly called Cream Cheese Lowfat)",
"14410100.0","CHEESE, AMERICAN AND SWISS BLENDS","Cheese, American and Swiss blends",
"14410110.0","CHEESE, AMERICAN","Cheese, American",
"14410120.0","CHEESE, AMERICAN, REDUCED FAT","Cheese, American, reduced fat",
"14410130.0","CHEESE, AMERICAN, NONFAT OR FAT FREE","Cheese, American, nonfat or fat free",
"14410210.0","CHEESE, AMERICAN, REDUCED SODIUM","Cheese, American, reduced sodium",
"14410330.0","CHEESE SPREAD, AMERICAN OR CHEDDAR CHEESE BASE, REDUCED FAT","Cheese spread, American or Cheddar cheese base, reduced fat",
"14410380.0","CHEESE, PROCESSED CREAM CHEESE PRODUCT, NONFAT","Cheese, processed cream cheese product, nonfat or fat free",
"14410500.0","CHEESE, PROCESSED, CHEESE FOOD","Cheese, processed cheese food",
"14410600.0","CHEESE, PROCESSED, W/VEGETABLES(INCL PEPPER CHEESE)","Cheese, processed, with vegetables",
"14410620.0","CHEESE,  WITH WINE","Cheese,  with wine",
"14420100.0","CHEESE SPREAD, AMERICAN OR CHEDDAR CHEESE BASE","Cheese spread, American or Cheddar cheese base",
"14420160.0","CHEESE SPREAD, SWISS CHEESE BASE","Cheese spread, Swiss cheese base",
"14420200.0","CHEESE SPRD, CREAM CHEESE, REG","Cheese spread, cream cheese, regular",
"14420210.0","CHEESE SPREAD, CREAM CHEESE, LIGHT OR LITE","Cheese spread, cream cheese, light or lite",
"14420300.0","CHEESE SPREAD, PRESSURIZED CAN","Cheese spread, pressurized can",
"14502000.0","IMITATION CHEESE","Imitation cheese",
"14610200.0","COTTAGE CHEESE, W/ GELATIN DESSERT","Cheese, cottage cheese, with gelatin dessert",
"14610210.0","COTTAGE CHEESE, W/ GELATIN DESSERT & FRUIT","Cheese, cottage cheese, with gelatin dessert and fruit",
"14610250.0","COTTAGE CHEESE W/ GELATIN DESSERT & VEGETABLES","Cheese, cottage cheese, with gelatin dessert and vegetables",
"14610520.0","CHEESE W/ NUTS (INCL CHEESE BALL)","Cheese with nuts",
"14620100.0","DIP, CREAM CHEESE BASE","Dip, cream cheese base",
"14620120.0","SHRIMP DIP, CREAM CHEESE BASE (INCL CLAM DIP)","Shrimp dip, cream cheese base",
"14620150.0","DIP, CHEESE W/ CHILI PEPPER (CHILI CON QUESO)","Dip, cheese with chili pepper (chili con queso)",
"14620200.0","DIP, CHEESE BASE OTHER THAN CREAM CHEESE","Dip, cheese base other than cream cheese",
"14620300.0","TOPPING FROM CHEESE PIZZA","Topping from cheese pizza",
"14620310.0","TOPPING FROM VEGETABLE PIZZA","Topping from vegetable pizza",
"14620320.0","TOPPING FROM MEAT PIZZA","Topping from meat pizza",
"14620330.0","TOPPING FROM MEAT AND VEGETABLE PIZZA","Topping from meat and vegetable pizza",
"14630100.0","CHEESE FONDUE","Cheese fondue",
"14630200.0","CHEESE SOUFFLE","Cheese souffle",
"14630300.0","WELSH RAREBIT","Welsh rarebit",
"14640000.0","CHEESE SANDWICH","Cheese sandwich",
"14640100.0","CHEESE SANDWICH, GRILLED","Cheese sandwich, grilled",
"14640200.0","CHEESE SANDWICH, HOAGIE","Cheese sandwich, hoagie",
"14650100.0","CHEESE SAUCE","Cheese sauce",
"14650150.0","CHEESE SAUCE MADE W/ LOWFAT CHEESE","Cheese sauce made with lowfat cheese",
"14650160.0","ALFREDO SAUCE","Alfredo sauce",
"14660200.0","MOZZARELLA STICKS, BREADED, BAKED, OR FRIED","Mozzarella sticks, breaded, baked, or fried",
"14670000.0","MOZZARELLA CHEESE, TOMATO, BASIL, W/ OIL, VINEGAR","Mozzarella cheese, tomato, and basil, with oil and vinegar dressing",
"14710100.0","CHEDDAR CHEESE SOUP, HOME RECIPE, CANNED OR READY-TO-SERVE","Cheddar cheese soup, home recipe, canned or ready-to-serve",
"14710200.0","BEER CHEESE SOUP, MADE WITH MILK","Beer cheese soup, made with milk",
"20000000.0","MEAT, NFS","Meat, NFS",
"20000070.0","MEAT, BABY, NS AS TO TYPE, NS AS TO STR OR JR","Meat, baby food, NS as to type, NS as to strained or junior",
"20000090.0","MEAT STICKS, BABY, NS AS TO TYPE OF MEAT","Meat sticks, baby food, NS as to type of meat",
"20000200.0","GROUND MEAT,NFS","Ground meat, NFS",
"21000100.0","BEEF, NS AS TO CUT, COOKED, NS AS TO FAT","Beef, NS as to cut, cooked, NS as to fat eaten",
"21000110.0","BEEF, NS AS TO CUT, COOKED, LEAN & FAT","Beef, NS as to cut, cooked, lean and fat eaten",
"21000120.0","BEEF, NS AS TO CUT, COOKED, LEAN ONLY","Beef, NS as to cut, cooked, lean only eaten",
"21001000.0","STEAK, NS AS TO TYPE OF MEAT, COOKED, NS AS TO FAT","Steak, NS as to type of meat, cooked, NS as to fat eaten",
"21001010.0","STEAK, NS AS TO TYPE OF MEAT, COOKED, LEAN & FAT","Steak, NS as to type of meat, cooked, lean and fat eaten",
"21001020.0","STEAK, NS AS TO TYPE OF MEAT, COOKED, LEAN ONLY","Steak, NS as to type of meat, cooked, lean only eaten",
"21002000.0","BEEF, PICKLED","Beef, pickled",
"21003000.0","BEEF, NS AS TO CUT, FRIED, NS AS TO FAT EATEN","Beef, NS as to cut, fried, NS to fat eaten",
"21101000.0","BEEF STEAK, NS AS TO COOKING METHOD, NS AS TO FAT","Beef steak, NS as to cooking method, NS as to fat eaten",
"21101010.0","BEEF STEAK, NS AS TO COOKING METHOD, LEAN & FAT","Beef steak, NS as to cooking method, lean and fat eaten",
"21101020.0","BEEF STEAK, NS AS TO COOKING METHOD, LEAN ONLY","Beef steak, NS as to cooking method, lean only eaten",
"21101110.0","BEEF STEAK, BROILED OR BAKED, NS AS TO FAT","Beef steak, broiled or baked, NS as to fat eaten",
"21101120.0","BEEF STEAK, BROILED OR BAKED, LEAN & FAT","Beef steak, broiled or baked, lean and fat eaten",
"21101130.0","BEEF STEAK, BROILED OR BAKED, LEAN ONLY","Beef steak, broiled or baked, lean only eaten",
"21102110.0","BEEF STEAK, FRIED, NS AS TO FAT","Beef steak, fried, NS as to fat eaten",
"21102120.0","BEEF STEAK, FRIED, LEAN & FAT","Beef steak, fried, lean and fat eaten",
"21102130.0","BEEF STEAK, FRIED, LEAN ONLY","Beef steak, fried, lean only eaten",
"21103110.0","BEEF STEAK,BREADED/FLOURED,BAKED/FRIED,NS AS TO FAT","Beef steak, breaded or floured, baked or fried, NS as to fat eaten",
"21103120.0","BEEF STEAK, BREADED/FLOURED,BAKED/FRIED, LEAN & FAT","Beef steak, breaded or floured, baked or fried, lean and fat eaten",
"21103130.0","BEEF STEAK, BREADED/FLOURED, BAKED/FRIED, LEAN ONLY","Beef steak, breaded or floured, baked or fried, lean only eaten",
"21104110.0","BEEF STEAK, BATTERED, FRIED, NS AS TO FAT","Beef steak, battered, fried, NS as to fat eaten",
"21104120.0","BEEF STEAK, BATTERED, FRIED, LEAN & FAT","Beef steak, battered, fried, lean and fat eaten",
"21104130.0","BEEF STEAK, BATTERED, FRIED, LEAN ONLY","Beef steak, battered, fried, lean only eaten",
"21105110.0","BEEF STEAK, BRAISED, NS AS TO FAT","Beef steak, braised, NS as to fat eaten",
"21105120.0","BEEF STEAK, BRAISED, LEAN & FAT","Beef steak, braised, lean and fat eaten",
"21105130.0","BEEF STEAK, BRAISED, LEAN ONLY","Beef steak, braised, lean only eaten",
"21301000.0","BEEF, OXTAILS, COOKED","Beef, oxtails, cooked",
"21302000.0","BEEF, NECK BONES, COOKED","Beef, neck bones, cooked",
"21304000.0","BEEF, SHORTRIBS, COOKED, NS AS TO FAT","Beef, shortribs, cooked, NS as to fat eaten",
"21304110.0","BEEF, SHORTRIBS, COOKED, LEAN & FAT","Beef, shortribs, cooked, lean and fat eaten",
"21304120.0","BEEF, SHORTRIBS, COOKED, LEAN ONLY","Beef, shortribs, cooked, lean only eaten",
"21304200.0","BEEF, SHORTRIBS, BBQ, W/ SAUCE, NS AS TO FAT","Beef, shortribs, barbecued, with sauce, NS as to fat eaten",
"21304210.0","BEEF, SHORTRIBS, BBQ, W/ SAUCE, LEAN & FAT","Beef, shortribs, barbecued, with sauce, lean and fat eaten",
"21304220.0","BEEF, SHORTRIBS, BBQ, W/ SAUCE, LEAN ONLY","Beef, shortribs, barbecued, with sauce, lean only eaten",
"21305000.0","BEEF, COW HEAD, COOKED","Beef, cow head, cooked",
"21401000.0","BEEF, ROAST, ROASTED, NS AS TO FAT","Beef, roast, roasted, NS as to fat eaten",
"21401110.0","BEEF, ROAST, ROASTED, LEAN & FAT","Beef, roast, roasted, lean and fat eaten",
"21401120.0","BEEF, ROAST, ROASTED, LEAN ONLY","Beef, roast, roasted, lean only eaten",
"21401400.0","BEEF, ROAST, CANNED","Beef, roast, canned",
"21407000.0","BEEF, POT ROAST, BRAISED OR BOILED, NS AS TO FAT","Beef, pot roast, braised or boiled, NS as to fat eaten",
"21407110.0","BEEF, POT ROAST, BRAISED OR BOILED, LEAN & FAT","Beef, pot roast, braised or boiled, lean and fat eaten",
"21407120.0","BEEF, POT ROAST, BRAISED OR BOILED, LEAN ONLY","Beef, pot roast, braised or boiled, lean only eaten",
"21410000.0","BEEF, STEW MEAT, COOKED, NS AS TO FAT","Beef, stew meat, cooked, NS as to fat eaten",
"21410110.0","BEEF, STEW MEAT, COOKED, LEAN & FAT","Beef, stew meat, cooked, lean and fat eaten",
"21410120.0","BEEF, STEW MEAT, COOKED, LEAN ONLY","Beef, stew meat, cooked, lean only eaten",
"21416000.0","CORNED BEEF, COOKED, NS AS TO FAT","Corned beef, cooked, NS as to fat eaten",
"21416110.0","CORNED BEEF, COOKED, LEAN & FAT","Corned beef, cooked, lean and fat eaten",
"21416120.0","CORNED BEEF, COOKED, LEAN ONLY","Corned beef, cooked, lean only eaten",
"21416150.0","CORNED BEEF, CANNED, READY TO EAT","Corned beef, canned, ready-to-eat",
"21417100.0","BEEF BRISKET, COOKED, NS AS TO FAT","Beef brisket, cooked, NS as to fat eaten",
"21417110.0","BEEF BRISKET, COOKED, LEAN & FAT","Beef brisket, cooked, lean and fat eaten",
"21417120.0","BEEF BRISKET, COOKED, LEAN ONLY","Beef brisket, cooked, lean only eaten",
"21420100.0","BEEF, SANDWICH STEAK (FLAKED,FORMED, THINLY SLICED)","Beef, sandwich steak (flaked, formed, thinly sliced)",
"21500000.0","GROUND BEEF, RAW","Ground beef, raw",
"21500100.0","GROUND BEEF OR PATTY, NS AS TO %LEAN","Ground beef or patty, cooked, NS as to percent lean (formerly NS as to regular, lean, or extra lean)",
"21500200.0","GROUND BEEF OR PATTY, BREADED, COOKED","Ground beef or patty, breaded, cooked",
"21500300.0","GROUND BEEF PATTY, COOKED (FOR FAST FOOD SANDWICHES)","Ground beef patty, cooked (for fast food sandwiches)",
"21501000.0","GROUND BEEF, LESS THAN 80% LEAN, COOKED","Ground beef, less than 80% lean, cooked (formerly regular)",
"21501200.0","GROUND BEEF, 80% - 84% LEAN, COOKED","Ground beef, 80% - 84% lean, cooked (formerly lean)",
"21501300.0","GROUND BEEF, 85% - 89% LEAN, COOKED","Ground beef, 85% - 89% lean, cooked (formerly extra lean)",
"21501350.0","GROUND BEEF, 90% - 94% LEAN, COOKED","Ground beef, 90% - 94% lean, cooked",
"21501360.0","GROUND BEEF, 95% OR MORE LEAN, COOKED","Ground beef, 95% or more lean, cooked",
"21540100.0","GROUND BEEF W/ TEXTURED VEGETABLE PROTEIN, COOKED","Ground beef with textured vegetable protein, cooked",
"21601000.0","BEEF, BACON, COOKED","Beef, bacon, cooked",
"21601010.0","BEEF, BACON, REDUCED SODIUM, COOKED","Beef, bacon, reduced sodium, cooked",
"21602000.0","BEEF, DRIED, CHIPPED, UNCOOKED","Beef, dried, chipped, uncooked",
"21602010.0","BEEF, DRIED, CHIPPED, COOKED IN FAT","Beef, dried, chipped, cooked in fat",
"21602100.0","BEEF JERKY","Beef jerky",
"21603000.0","BEEF, PASTRAMI (BEEF, SMOKED, SPICED)","Beef, pastrami (beef, smoked, spiced)",
"21701000.0","BEEF, BABY, NS AS TO STRAINED OR JUNIOR","Beef, baby food, NS as to strained or junior",
"21701010.0","BEEF, BABY, STRAINED","Beef, baby food, strained",
"21701020.0","BEEF, BABY, JUNIOR","Beef, baby food, junior",
"22000100.0","PORK, NS AS TO CUT, COOKED, NS AS TO FAT EATEN","Pork, NS as to cut, cooked, NS as to fat eaten",
"22000110.0","PORK, NS AS TO CUT, COOKED, LEAN & FAT EATEN","Pork, NS as to cut, cooked, lean and fat eaten",
"22000120.0","PORK, NS AS TO CUT, COOKED, LEAN ONLY EATEN","Pork, NS as to cut, cooked, lean only eaten",
"22000200.0","PORK, NS AS TO CUT, FRIED, NS AS TO FAT EATEN","Pork, NS as to cut, fried, NS as to fat eaten",
"22000210.0","PORK, NS AS TO CUT, FRIED, LEAN & FAT EATEN","Pork, NS as to cut, fried, lean and fat eaten",
"22000220.0","PORK, NS AS TO CUT, FRIED, LEAN ONLY EATEN","Pork, NS as to cut, fried, lean only eaten",
"22000300.0","PORK, NS AS TO CUT, BREADED, FRIED, NS AS TO FAT","Pork, NS as to cut, breaded or floured, fried, NS as to fat eaten",
"22000310.0","PORK, NS AS TO CUT, BREADED, FRIED, FAT EATEN","Pork, NS as to cut, breaded or floured, fried, lean and fat eaten",
"22000320.0","PORK, NS AS TO CUT, BREADED, FRIED, LEAN ONLY","Pork, NS as to cut, breaded or floured, fried, lean only eaten",
"22001000.0","PORK, PICKLED, NS AS TO CUT","Pork, pickled, NS as to cut",
"22002000.0","PORK, GROUND OR PATTY, COOKED","Pork, ground or patty, cooked",
